track,album,album_type,artist,release_date,recording_period,producers,writers,vocals
Ballad of Hollis Brown,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Bob Dylan,Stephen Stills
Blind Fiddler Medley,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Everybody's Talkin',Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Fred Neil,Stephen Stills
In My Life,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,"John Lennon, Paul McCartney",Stephen Stills
Isn't It So,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Just Isn't Like You,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Singin' Call,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
The Right Girl,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Treetop Flyer,Stills Alone,studio,Stephen Stills,11/9/1991,,The Albert Brothers,Stephen Stills,Stephen Stills
Albert's Shuffle,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Al Kooper, Mike Bloomfield",Al Kooper
Blues for Nothing (outtake),Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Kooper,Al Kooper
Fat Grey Cloud,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Kooper, Bloomfield",Al Kooper
Harvey's Tune,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Harvey Brooks,Al Kooper
His Holy Modal Majesty,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Kooper, Bloomfield",Al Kooper
"It Takes a Lot to Laugh, It Takes a Train to Cry",Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Bob Dylan,Al Kooper
Man's Temptation,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Curtis Mayfield,Al Kooper
Really,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Kooper, Bloomfield",Al Kooper
Season of the Witch,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Donovan Leitch,Al Kooper
Stop,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,"Jerry Ragovoy, Mort Shuman",Al Kooper
You Don't Love Me,Super Session,studio,Stephen Stills,1968-22-07,May-68,Al Kooper,Willie Cobbs,Al Kooper
Beaucoup Yumbo,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,"Stills, Joe Vitale",Stephen Stills
Can't Get No Booty,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,"Danny Kortchmar, Stills","Stephen Stills, Danny Kortchmar"
Lowdown,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, Mike Finnigan, George Perry, Brooks Hunnicutt, Kitty Pritikin, Verna Richardson, Lisa Roberts"
Midnight Rider,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Gregg Allman,"Stephen Stills, Dave Mason"
Not Fade Away,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,"Buddy Holly, Norman Petty","Stephen Stills, George Perry, Joe Vitale"
Thoroughfare Gap,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,Stephen Stills
We Will Go On,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, John Sambarato"
What's the Game,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, Andy Gibb, Dave Mason, John Sambarato"
Woman Lleva,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,Stephen Stills
You Can't Dance Alone,Thoroughfare Gap,studio,Stephen Stills,1978-31-10,Jun-78,The Albert Brothers,Stephen Stills,"Stephen Stills, Andy Gibb, Dave Mason, John Sambarato"
A Letter Home Intro,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Neil Young,Neil Young
Blowin' in the Wind,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Bob Dylan,Neil Young
Changes,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Phil Ochs,Neil Young
Crazy,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Willie Nelson,Neil Young
Early Morning Rain,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Gordon Lightfoot,Neil Young
Girl from the North Country,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Bob Dylan,Neil Young
I Wonder If I Care as Much,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",The Everly Brothers,"Neil Young, Jack White"
If You Could Read My Mind,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Gordon Lightfoot,Neil Young
My Hometown,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Bruce Springsteen,Neil Young
Needle of Death,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Bert Jansch,Neil Young
On the Road Again,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Willie Nelson,Neil Young
Reason to Believe,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Tim Hardin,Neil Young
Since I Met You Baby,A Letter Home,studio,Neil Young,2014-19-04,16-Sep-13,"Jack White III, Neil Young",Ivory Joe Hunter,Neil Young
After the Gold Rush,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1971,"Neil Young, David Briggs, Kendall Pacios",Neil Young,Neil Young
Birds,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1977,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Ralph Molina, Danny Whitten"
Cripple Creek Ferry,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1980,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Ralph Molina, Danny Whitten"
Don't Let It Bring You Down,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1976,"Neil Young, David Briggs, Kendall Pacios",Neil Young,Neil Young
I Believe in You,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1979,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Ralph Molina, Danny Whitten"
"Oh, Lonesome Me",After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1975,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Ralph Molina, Danny Whitten"
Only Love Can Break Your Heart,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1972,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Ralph Molina, Danny Whitten"
Southern Man,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1973,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Nils Lofgren, Ralph Molina, Danny Whitten"
Tell Me Why,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1970,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Ralph Molina"
Till the Morning Comes,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1974,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Danny Whitten, Ralph Molina, Stephen Stills"
When You Dance I Can Really Love,After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1978,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Danny Whitten"
Wonderin',After the Gold Rush,studio,Neil Young,1970-19-09,August 1969 â€“ June 1981,"Neil Young, David Briggs, Kendall Pacios",Neil Young,"Neil Young, Ralph Molina, Danny Whitten"
A Dream That Can Last,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Birds,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Burned,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Comes a Time,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Don't Forget Love,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Homefires,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
If You Got Love,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Mother Earth,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Mr. Soul,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
My Heart,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
On the Way Home,Before and After,live,Neil Young,8/12/2023,23-Jul,Lou Adler,Neil Young,Neil Young
Ain't It the Truth,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1988,"Neil Young, Niko Bolas",Neil Young,Neil Young
Bad News Comes to Town,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1989,"Neil Young, Niko Bolas",Neil Young,Neil Young
Crime of the Heart,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1990,"Neil Young, Niko Bolas",Neil Young,Neil Young
Doghouse,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1991,"Neil Young, Niko Bolas",Neil Young,Neil Young
Don't Take Your Love Away from Me,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1992,"Neil Young, Niko Bolas",Neil Young,Neil Young
Encore Rap,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1993,"Neil Young, Niko Bolas",Neil Young,Neil Young
Fool for Your Love,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1994,"Neil Young, Niko Bolas",Neil Young,Neil Young
Hello Lonely Woman,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1995,"Neil Young, Niko Bolas",Neil Young,Neil Young
I'm Goin',Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1996,"Neil Young, Niko Bolas",Neil Young,Neil Young
Life in the City,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1997,"Neil Young, Niko Bolas",Neil Young,Neil Young
Married Man,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1998,"Neil Young, Niko Bolas",Neil Young,Neil Young
One Thing,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 1999,"Neil Young, Niko Bolas",Neil Young,Neil Young
Soul of a Woman,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 2000,"Neil Young, Niko Bolas",Neil Young,Neil Young
Sunny Inside,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 2001,"Neil Young, Niko Bolas",Neil Young,Neil Young
Ten Men Workin',Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 2002,"Neil Young, Niko Bolas",Neil Young,Neil Young
This Note's for You,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 2003,"Neil Young, Niko Bolas",Neil Young,Neil Young
Twilight,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 2004,"Neil Young, Niko Bolas",Neil Young,Neil Young
Welcome Rap,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 2005,"Neil Young, Niko Bolas",Neil Young,Neil Young
Welcome to the Big Room,Bluenote Cafe,live,Neil Young,2015-13-11,November 1987 – August 2006,"Neil Young, Niko Bolas",Neil Young,Neil Young
Beautiful Bluebird,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
Boxcar,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
Dirty Old Man,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
Ever After,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
No Hidden Path,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
Ordinary People,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,"Neil Young, Joe Canuck"
Shining Light,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
Spirit Road,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
The Believer,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
The Way ,Chrome Dreams II,studio,Neil Young,2007-23-10,"May 31 â€“ July 6, 2007",Niko Bolas,Neil Young,Neil Young
Already One,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1983","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Comes a Time,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1978","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Field of Opportunity,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1984","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Four Strong Winds,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1986","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Goin' Back,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1977","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Human Highway,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1982","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Look Out for My Love,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1979","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Frank ""Poncho"" Sampedro, Billy Talbot, Ralph Molina"
Lotta Love,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1980","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Frank ""Poncho"" Sampedro, Billy Talbot, Ralph Molina"
Motorcycle Mama,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1985","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Peace of Mind,Comes a Time,studio,Neil Young,1978-21-10,"January 10, 1976 â€“ November 21, 1981","Neil Young, David Briggs, Ben Keith, Tom Mulligan",Neil Young,"Neil Young, Nicolette Larson"
Do You Know How to Use This Weapon?,Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Guitar Solo, No. 1",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Guitar Solo, No. 2",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Guitar Solo, No. 3",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Guitar Solo, No. 4",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Guitar Solo, No. 5",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Guitar Solo, No. 6",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
Nobody's Story,Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
Organ Solo,Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
Stupid White Men...,Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
The Round Stones Beneath the Earth...,Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
Theme from Dead Man,Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Time for You to Leave, William Blake...",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
"Why Dost Thou Hide Thyself, Clouds",Dead Man,sountrack,Neil Young,1996-27-02,27-Mar-95,"Neil Young, John Hanlon",Neil Young,Neil Young
Cough Up the Bucks,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Fork in the Road,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Fuel Line,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Get Behind the Wheel,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Hit the Road,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Johnny Magic,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Just Singing a Song,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Light a Candle,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Off the Road,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
When Worlds Collide,Fork in the Road,studio,Neil Young,7/4/2009,"December 19 â€“ 21, 2008",Niko Bolas,Neil Young,Neil Young
Crime in the City,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
Don't Cry,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
Eldorado,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
Hangin' on a Limb,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,"Neil Young, Linda Ronstadt"
No More,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
On Broadway,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,"Barry Mann, Cynthia Weil, Jerry Leiber, Mike Stoller",Neil Young
Rockin' in the Free World,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
Someday,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
The Ways of Love,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,"Neil Young, Linda Ronstadt"
Too Far Gone,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
Wrecking Ball,Freedom,studio,Neil Young,2/10/1989,"JulyÂ 25,Â 1988â€“ JulyÂ 10,Â 1989",Niko Bolas,Neil Young,Neil Young
A Man Needs a Maid,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1973,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
Alabama,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1978,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,"Neil Young, David Crosby, Stephen Stills"
Are You Ready for the Country?,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1975,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,"Neil Young, David Crosby, Graham Nash"
Bad Fog of Loneliness,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1981,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,"Neil Young, Linda Ronstadt, James Taylor"
Dance Dance Dance,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1983,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
Harvest,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1972,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
Heart of Gold,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1974,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,"Neil Young, Linda Ronstadt, James Taylor"
Journey Through the Past,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1982,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
Old Man,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1976,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,"Neil Young, Linda Ronstadt, James Taylor"
Out on the Weekend,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1971,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
See The Sky About to Rain,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1984,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
The Needle and the Damage Done,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1979,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
There's a World,Harvest,studio,Neil Young,2/1/1972,January â€“ September 1977,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
Words (Between the Lines of Age),Harvest,studio,Neil Young,2/1/1972,January â€“ September 1980,"Neil Young, Elliot Mazer, Henry Lewy, Jack Nitzsche",Neil Young,Neil Young
Dreamin' Man,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Nicolette Larson, Astrid Young"
From Hank to Hendrix,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Linda Ronstadt, James Taylor"
Harvest Moon,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Linda Ronstadt"
Natural Beauty,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Nicolette Larson, Linda Ronstadt"
Old King,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Nicolette Larson"
One of These Days,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Linda Ronstadt, James Taylor"
Such a Woman,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Nicolette Larson, Astrid Young"
Unknown Legend,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Linda Ronstadt"
War of Man,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Ben Keith, Nicolette Larson, Linda Ronstadt, James Taylor, Astrid Young"
You and Me,Harvest Moon,studio,Neil Young,2/11/1992,September 1991 â€“ February 1992,Ben Keith,Neil Young,"Neil Young, Nicolette Larson"
Captain Kennedy,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1983","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,Neil Young
Coastline,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1985","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,"Neil Young, Ben Keith, Hillary O'Brien"
Comin' Apart at Every Nail,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1987","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,"Neil Young, Ben Keith, Hillary O'Brien"
Hawks & Doves,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1988","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,"Neil Young, Ben Keith, Hillary O'Brien"
Little Wing,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1980","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,Neil Young
Lost in Space,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1982","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,Neil Young
Stayin' Power,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1984","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,"Neil Young, Ben Keith, Hillary O'Brien"
The Old Homestead,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1981","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,Neil Young
Union Man,Hawks & Doves,studio,Neil Young,1980-29-10,"December 11, 1974 â€“ July 5, 1986","Neil Young, Tim Mulligan, Elliot Mazer",Neil Young,"Neil Young, Ben Keith, Hillary O'Brien"
Campaigner,Hitchhiker,studio,Neil Young,8/9/2017,11-Aug-76,"David Briggs, John Hanlon ",Neil Young,Neil Young
Captain Kennedy,Hitchhiker,studio,Neil Young,8/9/2017,11-Aug-76,"David Briggs, John Hanlon ",Neil Young,Neil Young
Give Me Strength,Hitchhiker,studio,Neil Young,8/9/2017,11-Aug-76,"David Briggs, John Hanlon ",Neil Young,Neil Young
Hawaii,Hitchhiker,studio,Neil Young,8/9/2017,11-Aug-76,"David Briggs, John Hanlon ",Neil Young,Neil Young
Human Highway,Hitchhiker,studio,Neil Young,8/9/2017,11-Aug-76,"David Briggs, John Hanlon ",Neil Young,Neil Young
Powderfinger,Hitchhiker,studio,Neil Young,8/9/2017,11-Aug-76,"David Briggs, John Hanlon ",Neil Young,Neil Young
Ride My Llama,Hitchhiker,studio,Neil Young,8/9/2017,11-Aug-76,"David Briggs, John Hanlon ",Neil Young,Neil Young
