track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,user_rating
Motorcycle Mama,Comes a Time,studio,Neil Young,35:39:00,,"November 28, 1975 - November 21, 1977"," Broken Arrow, Redwood City, CA Columbia, London, England Sound Shop Recording Studios, Nashville, TN ",Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Soft Rock","Bittersweet, Calm/Peaceful, Earthy, Laid-Back/Mellow, Light, Plaintive, Poignant, Reflective, Relaxed, Soft/Quiet, Soothing, Sweet, Warm, Ambitious, Brooding, Cathartic, Difficult, Pastoral, Rustic, Searching, Acerbic, Angst-Ridden, Complex, Earnest, Eccentric, Literate, Melancholy, Messy, Nocturnal, Organic, Provocative, Quirky, Ramshackle, Rousing, Smooth, Volatile, Weary, Autumnal, Confrontational, Gentle, Harsh, Intimate, Wistful, Cerebral, Meandering, Refined, Sad, Somber, Angry, Bitter, Brash, Exuberant, Nihilistic, Self-Conscious, Aggressive, Bleak, Cynical/Sarcastic, Druggy, Eerie, Gloomy, Rollicking, Rowdy, Trippy","Autumn, Politics/Society, Reflection, Feeling Blue, Introspection, Heartache, Late Night, Solitude",Pop/Rock,"Album Rock, Country-Rock, Rock & Roll, Singer/Songwriter","Celebratory, Cheerful, Freewheeling, Fun, Laid-Back/Mellow, Lively, Playful, Relaxed, Rollicking, Summery, Swaggering, Warm","Cool & Cocky, Day Driving, Drinking, Guys Night Out, Hanging Out, Late Night, Night Driving, Partying, Playful, Relaxation, Road Trip, Summer, The Great Outdoors",Neil Young,9.0
Mr. Soul,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning","Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Contemporary Pop/Rock, Adult Contemporary","Dramatic, Druggy, Eccentric, Eerie, Ethereal, Freewheeling, Hypnotic, Intense, Melancholy, Menacing, Nocturnal, Ominous, Quirky, Rollicking, Rousing, Searching, Trippy, Gloomy, Lively, Sad, Yearning","Feeling Blue, Introspection, Late Night, Night Driving, Scary Music",Neil Young,6.0
Music Is Love,If I Could Only Remember My Name,studio,David Crosby,37:54:00,,,"Wally Heider Studio, San Francisco, CA",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock","Atmospheric, Autumnal, Bittersweet, Calm/Peaceful, Gentle, Intimate, Laid-Back/Mellow, Meandering, Melancholy, Organic, Spacey, Wistful, Earnest, Poignant, Reflective","Introspection, Long Walk, Rainy Day, Sunday Afternoon","Folk, Pop/Rock",Singer/Songwriter,"Sentimental, Optimistic","Celebration, In Love","David Crosby, Graham Nash, Neil Young",9.0
Mutiny,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",R&B,Funk,,,Graham Nash,7.0
My Angel,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills,8.0
My Boy,Old Ways,studio,Neil Young,36:45:00,1985-08,"January, 1983 - April, 1985"," Austin City Limits, Austin, TX Castle, Franklin, TN House Of David, Nashville, TN ",Pop/Rock,"Album Rock, Country-Rock, Heartland Rock","Rustic, Autumnal, Bittersweet, Gentle, Intimate, Melancholy, Plaintive, Poignant, Wistful",Reflection,Pop/Rock,Contemporary Pop/Rock,"Happy, Romantic",In Love,Neil Young,6.0
My Country Tis of Thee,Oh Yes I Can,studio,David Crosby,42:35:00,,,,Pop/Rock,Contemporary Pop/Rock,"Earnest, Intimate, Poignant, Reflective, Bittersweet, Gentle, Plaintive, Wistful","Drugs, Introspection, Passion, Politics/Society, Reflection, Relationships",,,,,Traditional,7.0
My Favorite Changes,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills,8.0
My Heart,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,Neil Young,6.0
My Hometown,A Letter Home,studio,Neil Young,39:33:00,,,"Third Man Records, Nashville, TN",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Folk, Country-Rock","Autumnal, Bittersweet, Earthy, Plaintive, Poignant, Pastoral, Reflective, Rustic, Searching, Earnest, Eccentric, Laid-Back/Mellow, Literate, Melancholy, Messy, Organic, Quirky, Ramshackle, Weary, Wistful, Cerebral, Meandering, Nostalgic, Playful, Eerie, Gentle, Intimate, Sweet","Autumn, Comfort, Feeling Blue, Healing/Comfort, Heartache, Introspection, Late Night, Other Times & Places, Reflection, Regret, Reminiscing, Solitude, Yearning",,,,,Bruce Springsteen,7.0
My New Robot,Peace Trail,studio,Neil Young,38:19:00,,,Shangrila Zuma,Pop/Rock,"Album Rock, Hard Rock, Alternative/Indie Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Protest, Reflection, Revolution, World View, Yearning, Patriotism, Stay in Bed",,,,,Neil Young,4.0
My Pledge,Peace Trail,studio,Neil Young,38:19:00,,,Shangrila Zuma,Pop/Rock,"Album Rock, Hard Rock, Alternative/Indie Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Protest, Reflection, Revolution, World View, Yearning, Patriotism, Stay in Bed",,,,,Neil Young,4.0
Myself at Last,This Path Tonight,studio,Graham Nash,41:43:00,,,,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering",,,,,,
Myth of Sisyphus,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,"Kenny Passarelli, Stephen Stills",8.0
Naked in the Rain,Wind on the Water,studio,Crosby & Nash,40:57:00,,,,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,,"David Crosby, Graham Nash",8.0
Name of Love,American Dream,studio,"Crosby, Stills, Nash & Young",57:31:00,,"March 3, 1988 - September 16, 1988","Redwood Digital Studios, Woodside, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors","Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Sentimental",,Neil Young,6.0
Natalie,Thousand Roads,studio,David Crosby,47:20:00,,," Fisher Land Farm Studio, England Groove Masters Studio, Santa Monica, CA Ocean Way Recording Studios, Hollywood, CA ",Pop/Rock,Contemporary Pop/Rock,"Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Nostalgic, Restrained, Sentimental",,Stephen Bishop,7.0
Natural Beauty,Harvest Moon,studio,Neil Young,51:39:00,,"September, 1991 - February, 1992","Redwood Digital Studios, Woodside, CA",Pop/Rock,"Album Rock, Country-Rock","Pastoral, Rustic, Autumnal, Bittersweet, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Complex, Earnest, Meandering, Organic, Ramshackle, Searching","Introspection, Reflection",Pop/Rock,"Country-Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Autumnal, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Melancholy, Plaintive, Reflective, Relaxed, Sad, Sprawling, Warm, Wistful, Yearning, Dreamy, Sentimental","Autumn, Feeling Blue, Heartache, Introspection, Rainy Day, Reflection, Politics/Society",Neil Young,7.0
Needle of Death,A Letter Home,studio,Neil Young,39:33:00,,,"Third Man Records, Nashville, TN",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Folk, Country-Rock","Autumnal, Bittersweet, Earthy, Plaintive, Poignant, Pastoral, Reflective, Rustic, Searching, Earnest, Eccentric, Laid-Back/Mellow, Literate, Melancholy, Messy, Organic, Quirky, Ramshackle, Weary, Wistful, Cerebral, Meandering, Nostalgic, Playful, Eerie, Gentle, Intimate, Sweet","Autumn, Comfort, Feeling Blue, Healing/Comfort, Heartache, Introspection, Late Night, Other Times & Places, Reflection, Regret, Reminiscing, Solitude, Yearning",,,,,Bert Jansch,7.0
Never War,Back in Time,studio,Stephen Stills,20:00,7/7/2017,,,,,,,,,,,Stephen Stills,5.0
New Mama,Stills,studio,Stephen Stills,38:19:00,1975-06,," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Neil Young,8.0
Newday,Innocent Eyes,studio,Graham Nash,34:10:00,1986,," Devonshire Studios, LA, CA Longview Farms, Worcester, MA Rudy Records, LA, CA ",Pop/Rock,Contemporary Singer/Songwriter,,,,,,,"Craig Doerge, Graham Nash",
Night Song,American Dream,studio,"Crosby, Stills, Nash & Young",57:31:00,,"March 3, 1988 - September 16, 1988","Redwood Digital Studios, Woodside, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter",Sentimental,,"Stephen Stills, Neil Young",6.0
Nighttime for Generals,American Dream,studio,"Crosby, Stills, Nash & Young",57:31:00,,"March 3, 1988 - September 16, 1988","Redwood Digital Studios, Woodside, CA",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors","Electronic, International, Pop/Rock","Club/Dance, Contemporary Pop/Rock, Singer/Songwriter",,,"David Crosby, Craig Doerge",6.0
No Hidden Path,Chrome Dreams II,studio,Neil Young,1:06:13,,,Feelgood's Garage,Pop/Rock,"Album Rock, Country-Rock, Hard Rock","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",Pop/Rock,"Singer/Songwriter, Country-Rock, Album Rock, Heartland Rock, Jam Bands","Fierce, Passionate, Gritty, Raucous, Crunchy, Dramatic, Gutsy, Searching, Self-Conscious, Street-Smart, Uncompromising, Knotty, Swaggering, Literate, Urgent, Messy","Empowerment, Freedom, Maverick, The Great Outdoors",Neil Young,8.0
No Hiding Place,Right By You,studio,Stephen Stills,37:46:00,1984,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,,6.0
No Me Niegas,Illegal Stills,studio,Stephen Stills,35:25:00,1976,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Sad,,,7.0
No More,Freedom,studio,Neil Young,1:01:11,,"July 25, 1988 - August 10, 1989",,Pop/Rock,"Album Rock, Hard Rock, Heartland Rock","Outraged, Angry, Angst-Ridden, Bitter, Bittersweet, Brooding, Confrontational, Melancholy, Plaintive, Poignant, Provocative, Searching",Revolution,Pop/Rock,"Album Rock, Hard Rock, Contemporary Pop/Rock, Heartland Rock, Singer/Songwriter","Angry, Bitter, Confrontational, Fiery, Freewheeling, Outraged, Provocative, Searching, Urgent, Visceral, Yearning, Nostalgic, Sentimental","Guys Night Out, Hanging Out, Revolution, Feeling Blue",Neil Young,9.0
No Problem,Right By You,studio,Stephen Stills,37:46:00,1984,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,,6.0
No Tears Left,Looking Forward,studio,"Crosby, Stills, Nash & Young",52:54:00,,"January 23, 1997 - July 21, 1999"," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Aggressive,,Stephen Stills,7.0
No Wonder,Prairie Wind,studio,Neil Young,52:05:00,,"March, 2005","Master-Link, Nashville, TN",Pop/Rock,Country-Rock,"Autumnal, Bittersweet, Laid-Back/Mellow, Plaintive, Poignant, Reflective, Sentimental, Warm, Wistful","Autumn, Comfort, Introspection, Reflection",Pop/Rock,"American Trad Rock, Country-Rock, Album Rock, Singer/Songwriter, Southern Rock","Rustic, Sentimental, Ambitious, Autumnal, Bittersweet, Complex, Earnest, Earthy, Gutsy, Literate, Melancholy, Organic, Reflective, Searching, Wistful, Yearning","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Solitude",Neil Young,7.0
Nobody's Story,Dead Man,soundtrack,Neil Young,1:02:26,,27-Mar-95,"Mason St. Studios, San Francisco, CA","Pop/Rock, Stage & Screen","Film Music, Instrumental Rock, Original Score, Soundtracks","Bleak, Brooding, Melancholy, Wistful",,"Stage & Screen, Pop/Rock","Film Music, Original Score, Soundtracks, Alternative/Indie Rock, Experimental Rock, Instrumental Rock","Atmospheric, Dramatic, Earthy, Enigmatic, Gritty, Meandering, Organic, Theatrical, Weary","Imagination, Late Night, Reflection, Solitude",Neil Young,7.0
Not Fade Away,Thoroughfare Gap,studio,Stephen Stills,,1978,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,Pop/Rock,Contemporary Pop/Rock,"Confident, Gutsy, Rollicking, Rousing, Sentimental, Visceral, Warm","Empowerment, Freedom, Hanging Out, Road Trip","Buddy Holly, Norman Petty",6.0
Nothin' to Do But Today,Stephen Stills 2,studio,Stephen Stills,43:02:00,1971,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Literate, Passionate, Strong, Autumnal, Earnest, Intimate, Laid-Back/Mellow, Lively, Organic, Reflective, Sentimental, Wistful, Pastoral, Bittersweet, Freewheeling, Playful, Reverent, Rousing, Street-Smart","Freedom, Imagination, Late Night, Road Trip, Hanging Out, Relaxation","Pop/Rock, R&B","Early R&B, Contemporary Pop/Rock, Singer/Songwriter",Lively,,Stephen Stills,8.0
Nothing in the World,Songs for Survivors,studio,Graham Nash,44:02:00,,"October 2, 2000 - October 13, 2000","O'Henry Studios, Burbank, CA",Pop/Rock,Contemporary Singer/Songwriter,,,,,,,Graham Nash,
Ocean Girl,Long May You Run,studio,The Stills-Young Band,1:12:10,10/9/1976,"February 16, 1976 - June 7, 1976","Criteria Recording Studios, Miami, FL",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,,,Neil Young,7.0
Off the Road,Fork in the Road,studio,Neil Young,38:40:00,,,"Legacy Studios, New York, NY","Pop/Rock, Folk","Album Rock, Country-Rock, Hard Rock, Protest Songs","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Day Driving, Night Driving, Rainy Day, Reflection, The Great Outdoors",Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Crunchy, Reflective, Summery, Gritty, Insular, Intimate, Lazy, Passionate, Street-Smart, Wry, Earnest, Greasy, Melancholy, Sentimental, Theatrical, Whimsical, Earthy, Literate, Searching, Detached","Introspection, Night Driving, Road Trip, The Great Outdoors",Neil Young,7.0
Offerings,Paradox,soundtrack,Neil Young,53:15:00,,," Capitol Studios, Hollywood, CA Shangri-La Studios, Malibu Sony Pictures Scoring Stage, Culver City, CA ","Pop/Rock, Stage & Screen","Album Rock, Contemporary Pop/Rock, Hard Rock, Country-Rock, Film Score","Autumnal, Organic, Quirky, Ambitious, Cathartic, Intimate, Meandering, Messy, Nocturnal, Plaintive, Ramshackle, Rustic, Searching, Bittersweet, Brooding, Cerebral, Difficult, Eccentric, Literate, Provocative, Reflective, Complex, Cynical/Sarcastic, Earnest, Harsh, Pastoral, Rousing, Trippy, Weary, Confrontational, Druggy, Laid-Back/Mellow, Poignant, Rollicking, Rowdy, Self-Conscious, Volatile, Wistful, Angry, Brash, Gentle, Melancholy, Somber","Autumn, Introspection, Politics/Society, Late Night, Reflection, Feeling Blue, Solitude",,,,,,6.0
Oh Lonesome Me,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection","Pop/Rock, Country, International","Country-Rock, Album Rock, Singer/Songwriter, Adult Contemporary, Folk-Rock","Bittersweet, Calm/Peaceful, Earnest, Laid-Back/Mellow, Melancholy, Poignant, Reflective, Relaxed, Searching, Wistful, Yearning, Dreamy, Intimate","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Rainy Day, Reflection, Regret, Solitude, In Love, Jealousy",Don Gibson,10.0
Oh Yes I Can,Oh Yes I Can,studio,David Crosby,42:35:00,,,,Pop/Rock,Contemporary Pop/Rock,"Earnest, Intimate, Poignant, Reflective, Bittersweet, Gentle, Plaintive, Wistful","Drugs, Introspection, Passion, Politics/Society, Reflection, Relationships",,,,,"Susanna Clark, David Crosby, John Reid",7.0
Oh! Camil (The Winter Soldier),Wild Tales,studio,Graham Nash,31:16:00,1973,,"Rudy Records, San Francisco, CA",Pop/Rock,"Country-Rock, Soft Rock, Singer/Songwriter","Yearning, Lonely",,,,,,Graham Nash,
Ohio (CSNY),4 Way Street,live,"Crosby, Stills, Nash & Young",1:49:44,,"June 2, 1970 - July, 1970",,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Folk-Rock, Album Rock, Psychedelic/Garage, Singer/Songwriter, Contemporary Pop/Rock, Soft Rock, Country-Rock","Anguished/Distraught, Uncompromising, Gritty, Intense, Literate, Poignant, Dramatic, Earnest, Indulgent, Ominous, Street-Smart, Angst-Ridden, Urgent, Cathartic, Eerie, Paranoid, Tense/Anxious, Confrontational, Gutsy, Reflective, Theatrical","Politics/Society, Reminiscing, Revolution, Loss/Grief, Protest",Neil Young,9.0
Old King,Harvest Moon,studio,Neil Young,51:39:00,,"September, 1991 - February, 1992","Redwood Digital Studios, Woodside, CA",Pop/Rock,"Album Rock, Country-Rock","Pastoral, Rustic, Autumnal, Bittersweet, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Complex, Earnest, Meandering, Organic, Ramshackle, Searching","Introspection, Reflection",Pop/Rock,"Country-Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Laid-Back/Mellow, Light, Lively, Playful, Reflective, Relaxed, Rollicking, Rousing, Soft/Quiet, Soothing, Warm, Restrained","Autumn, Feeling Blue, Heartache, Late Night, Rainy Day, Reflection, Reminiscing",Neil Young,7.0
Old Man,Harvest,studio,Neil Young,37:10:00,1972-02,"January, 1971 - September, 1971"," Barking Town Hall, London, England Broken Arrow Studio #2, CA Quadrafonic Sound Studios, Nashville, TN ",Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter","Autumnal, Pastoral, Poignant, Rustic, Ambitious, Complex, Earnest, Laid-Back/Mellow, Meandering, Messy, Organic, Ramshackle, Reflective, Relaxed, Searching, Wistful, Bittersweet, Confrontational, Earthy, Literate","Introspection, Reflection",Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","Autumnal, Bitter, Bittersweet, Earnest, Gentle, Laid-Back/Mellow, Poignant, Reflective, Relaxed, Searching, Soft/Quiet, Soothing, Warm, Wistful, Intimate, Literate, Melancholy, Sentimental, Weary, Plaintive, Yearning, Dreamy, Restrained","Autumn, Comfort, Family Gatherings, Feeling Blue, Heartache, Introspection, Late Night, Long Walk, Rainy Day, Reflection, Reminiscing, The Great Outdoors",Neil Young,9.0
Old Man Trouble,Man Alive!,studio,Stephen Stills,57:51:00,,,,Pop/Rock,"Singer/Songwriter, Contemporary Pop/Rock, Album Rock","Intimate, Laid-Back/Mellow, Literate, Amiable/Good-Natured, Pastoral, Reflective, Relaxed, Summery, Earnest, Organic, Poignant, Sentimental, Smooth, Warm, Wistful, Gentle, Autumnal, Soothing, Sweet","Freedom, Hanging Out, Imagination, Late Night, Road Trip",,,,,,7.0
Old Soldier,Thousand Roads,studio,David Crosby,47:20:00,,," Fisher Land Farm Studio, England Groove Masters Studio, Santa Monica, CA Ocean Way Recording Studios, Hollywood, CA ",Pop/Rock,Contemporary Pop/Rock,"Earnest, Poignant, Refined, Somber, Self-Conscious, Bittersweet, Brooding, Intimate, Laid-Back/Mellow, Literate, Reflective, Relaxed, Searching","Autumn, Early Morning, Introspection, Long Walk, Rainy Day, Reflection, Regret, Relaxation, Reminiscing, Solitude, Stay in Bed, Sunday Afternoon",Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Sentimental, Yearning",,Marc Cohn,7.0
Old Times Good Times,Stephen Stills,studio,Stephen Stills,38:59:00,1970,,"London, England",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Hard Rock, Singer/Songwriter","Confident, Earnest, Earthy, Freewheeling, Gritty, Gutsy, Laid-Back/Mellow, Meandering, Rollicking, Rousing, Swaggering, Yearning, Bravado","Drinking, Empowerment, Feeling Blue",Pop/Rock,"Album Rock, Hard Rock, Rock & Roll, Soul","Bright, Energetic, Freewheeling, Lively, Rousing, Passionate, Raucous, Rowdy, Swaggering, Uncompromising","Cool & Cocky, Day Driving",Stephen Stills,9.0
Old Ways,Old Ways,studio,Neil Young,36:45:00,1985-08,"January, 1983 - April, 1985"," Austin City Limits, Austin, TX Castle, Franklin, TN House Of David, Nashville, TN ",Pop/Rock,"Album Rock, Country-Rock, Heartland Rock","Rustic, Autumnal, Bittersweet, Gentle, Intimate, Melancholy, Plaintive, Poignant, Wistful",Reflection,Country,,"Carefree, Cheerful, Lively, Nostalgic, Optimistic","Motivation, Reminiscing",Neil Young,6.0
On a Carousel,Reflections,box set,Graham Nash,3:43:54,3/2/2009,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage, Soft Rock, Album Rock, British Invasion","Amiable/Good-Natured, Literate, Poignant, Laid-Back/Mellow, Gentle, Reflective, Relaxed, Sentimental, Summery, Warm, Pastoral, Smooth, Soothing, Sweet, Intimate, Wistful, Autumnal, Earnest, Organic","Politics/Society, Relaxation, Small Gathering, Affection/Fondness, At the Office, Classy Gatherings, Family Gatherings, Hanging Out, Healing/Comfort, Comfort",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Sentimental, Smooth, Soothing, Sweet, Warm, Wistful, Calm/Peaceful","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat",Graham Nash,
On Broadway,Freedom,studio,Neil Young,1:01:11,,"July 25, 1988 - August 10, 1989",,Pop/Rock,"Album Rock, Hard Rock, Heartland Rock","Outraged, Angry, Angst-Ridden, Bitter, Bittersweet, Brooding, Confrontational, Melancholy, Plaintive, Poignant, Provocative, Searching",Revolution,Pop/Rock,"Album Rock, Hard Rock, Contemporary Pop/Rock, Grunge","Amiable/Good-Natured, Cathartic, Dramatic, Earnest, Fiery, Intimate, Plaintive, Searching, Self-Conscious, Wistful, Witty, Yearning","Politics/Society, Reflection","Jerry Leiber, Barry Mann, Mike Stoller, Cynthia Weil",9.0
On Thatcher,Back in Time,studio,Stephen Stills,20:00,7/9/2017,,,,,,,,,,,Stephen Stills,5.0
