track,album,release_date,recording_period,producers,writers,vocals
Tell Me Why,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Mr. Soul,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Mellow My Mind,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Give Me Strength,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
A Man Needs a Maid,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Roll Another Number (for the Road),Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Journey Through the Past,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Harvest,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Campaigner,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Old Laughing Lady (includes Guilty Train),Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
The Losing End (When You're on),Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Here We Are in the Years,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
The Needle and the Damage Done,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Pocahontas,Songs for Judy,"November 30, 2018","November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",,
Here We Are in the Years,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
After the Gold Rush,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Out on the Weekend,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Harvest,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Old Man,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Heart of Gold,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Time Fades Away,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Lookout Joe,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
New Mama,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Alabama,Tuscaloosa,"June 7, 2019","February 5, 1973","Neil Young, Elliot Mazer",,
Country Home,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Surfer Joe and Moe the Sleaze,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs","Neil Young, Frank ""Poncho"" Sampedro",
Love to Burn,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Days That Used to Be,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Bite the Bullet,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Cinnamon Girl,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Farmer John,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs","Don Harris, Dewey Terry",
Over and Over,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Danger Bird,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Don’t Cry No Tears,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Roll Another Number (For the Road),Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Fuckin’ Up,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs","Neil Young, Frank ""Poncho"" Sampedro",
T-Bone,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Homegrown,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Mansion on the Hill,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Like a Hurricane,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
Love and Only Love,Way Down in the Rust Bucket,"February 26, 2021(2021-02-26)","November 13, 1990","Neil Young, David Briggs",,
"Quit (Neil Young, Frank Sampedro)",Toast,"July 8, 2022(2022-07-08)","November 8 – December 15, 2000February 6 – 9, 2001","John Hanlon, [1]",,
Standing in the Light of Love,Toast,"July 8, 2022(2022-07-08)","November 8 – December 15, 2000February 6 – 9, 2001","John Hanlon, [1]",,
Goin' Home,Toast,"July 8, 2022(2022-07-08)","November 8 – December 15, 2000February 6 – 9, 2001","John Hanlon, [1]",,
Timberline,Toast,"July 8, 2022(2022-07-08)","November 8 – December 15, 2000February 6 – 9, 2001","John Hanlon, [1]",,
Gateway of Love,Toast,"July 8, 2022(2022-07-08)","November 8 – December 15, 2000February 6 – 9, 2001","John Hanlon, [1]",,
How Ya Doin'?,Toast,"July 8, 2022(2022-07-08)","November 8 – December 15, 2000February 6 – 9, 2001","John Hanlon, [1]",,
Mr. Soul,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Everybody Knows This Is Nowhere,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Helpless,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Field of Opportunity,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Alabama,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Throw Your Hatred Down,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Rockin' in the Free World,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Comes a Time,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
From Hank to Hendrix,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
On the Beach,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Are You Ready for the Country?,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
I've Been Waiting for You,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Winterlong,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
Fuckin' Up,Noise & Flowers,"August 5, 2022(2022-08-05)","July 2 – 14, 2019","Niko Bolas, [1]",,
The Old Laughing Lady,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
After the Gold Rush,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
Too Far Gone,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
Old Man,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
Don't Cry No Tears,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
Cowgirl in the Sand,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
Lotta Love,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
Drive Back,Odeon Budokan,"September 1, 2023",March 1976,"Neil Young, David Briggs",,
