track,album,release_date,recording_period,producers,writers,vocals
Diggin' in the Dirt,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Paradox Passage 5,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Running to the Silver Eagle,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Baby What You Want Me to Do?,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Paradox Passage 6,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Offerings,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
How Long?,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Happy Together,Paradox,2018-23-03,"January 19, 2014August 19, 2014September – October, 2016January 31 – February 1, 2017",John Hanlon Niko Bolas ,Neil Young,Neil Young
Powderfinger,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Captain Kennedy,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Hawaii,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Give Me Strength,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Ride My Llama,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Campaigner,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Human Highway,Hitchhiker,2017-08-09,"August 11, 1976","David Briggs, John Hanlon ",Neil Young,Neil Young
Intro,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Tonight's the Night,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Roll Out the Barrel,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Jaromír Vejvoda,Neil Young
Mellow My Mind,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
World on a String,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Band Intro,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Speakin' Out,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Candy Bar Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Albuquerque,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Perry Como Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
New Mama,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
David Geffen Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Roll Another Number (For the Road),Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Candy Bar 2 Rap,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Tired Eyes,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Tonight's the Night – Part II,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Walk On,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Outro,Roxy: Tonight's the Night Live,2018-24-04,"September 20 – 22, 1973",David Briggs,Neil Young,Neil Young
Songs for Judy Intro,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
No One Seems to Know,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Heart of Gold,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
White Line,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Love Is a Rose,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Tell Me Why,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
A Man Needs a Maid,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Roll Another Number (for the Road),Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Journey Through the Past,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Harvest,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Old Laughing Lady (includes Guilty Train),Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
The Losing End (When You're on),Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Here We Are in the Years,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
The Needle and the Damage Done,Songs for Judy,2018-30-11,"November 6 – 24, 1976","Joel Bernstein, Cameron Crowe, David Briggs",Neil Young,Neil Young
Long May You Run,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman, Tom Dowd","Stephen Stills, Neil Young","Neil Young, Stephen Stills, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Make Love to You,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman","Stephen Stills, Neil Young","Stephen Stills, Neil Young, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Midnight on the Bay,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman","Stephen Stills, Neil Young","Neil Young, Stephen Stills, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Black Coral,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman","Stephen Stills, Neil Young","Stephen Stills, Neil Young, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Ocean Girl,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman","Stephen Stills, Neil Young","Neil Young, Stephen Stills, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Let It Shine,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman","Stephen Stills, Neil Young","Neil Young, Stephen Stills, Joe Vitale, George “Chocolate” Perry"
12/8 Blues (All the Same),Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman","Stephen Stills, Neil Young","Stephen Stills, Neil Young, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Fontainebleau,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman, Tom Dowd","Stephen Stills, Neil Young","Neil Young, Stephen Stills, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Guardian Angel,Long May You Run,20-09-1976,"February 16 – June 7, 1976","Stephen Stills, Neil Young, Don Gehman","Stephen Stills, Neil Young","Stephen Stills, Neil Young, Joe Lala, Joe Vitale, George ""Chocolate"" Perry, Jerry Aiello"
Southbound Train,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Graham Nash,Crosby & Nash
Whole Cloth,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,David Crosby,Crosby & Nash
Blacknotes,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Nash,Crosby & Nash
Stranger's Room,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Nash,Crosby & Nash
Where Will I Be?,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Crosby,Crosby & Nash
Frozen Smiles,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Nash,Crosby & Nash
Games,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Crosby,Crosby & Nash
Girl to Be on My Mind,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Nash,Crosby & Nash
The Wall Song,Graham Nash David Crosby,1972-05-04,1972,Bill Halverson,Crosby,Crosby & Nash
Spotlight,Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard","Graham Nash, Danny Kortchmar",Crosby & Nash
Broken Bird,Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard","David Crosby, Nash",Crosby & Nash
Time After Time,Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Crosby,Crosby & Nash
Dancer (instrumental),Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Crosby,Crosby & Nash
J.B.'s Blues,Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Nash,Crosby & Nash
Marguerita,Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Nash,Crosby & Nash
Taken at All,Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard","Crosby, Nash",Crosby & Nash
Foolish Man,Whistling Down the Wire,1976-25-06,,"David Crosby, Graham Nash, Stephen Barncard",Crosby,Crosby & Nash
Lay Me Down,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",James Raymond,Crosby & Nash
Puppeteer,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Raymond,Crosby & Nash
Through Here Quite Often,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","David Crosby, Dean Parks",Crosby & Nash
Grace,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Raymond,Crosby & Nash
Jesus of Rio,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Graham Nash, Jeff Pevar",Crosby & Nash
I Surrender,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Marc Cohn,Crosby & Nash
Luck Dragon,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Raymond, Crosby",Crosby & Nash
On the Other Side of Town,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Half Your Angels,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
They Want It All,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Crosby,Crosby & Nash
Don't Dig Here,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Raymond, Nash, Russ Kunkel",Crosby & Nash
Milky Way Tonight,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Charlie,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Crosby, Parks",Crosby & Nash
Penguin in a Palm Tree,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Michael (Hedges Here),Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Samurai,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Crosby,Crosby & Nash
Shining on Your Dreams,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Nash, Kunkel",Crosby & Nash
Live on (the Wall),Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Patrick Flannery, Nash, Steve Plunkett, Spencer Proffer",Crosby & Nash
anticipatory crowd,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby & Nash,Crosby & Nash
Déjà Vu,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,David Crosby,Crosby & Nash
Wooden Ships,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,"Crosby, Paul Kantner, Stephen Stills",Crosby & Nash
Man in the Mirror,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Graham Nash,Crosby & Nash
I Used to Be A King,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Traction in the Rain,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
The Lee Shore,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Southbound Train,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Laughing,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Triad,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Where Will I Be?,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Strangers Room,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Immigration Man,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Guinnevere,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Teach Your Children,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Stephen Stills,Stills
Marrakesh Express,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Graham Nash,Nash
Guinnevere,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",David Crosby,"Crosby, Nash"
You Don't Have to Cry,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Stills,"Stills, Crosby & Nash"
Pre-Road Downs,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Nash,Nash
Wooden Ships,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash","Crosby, Paul Kantner, Stills","Crosby, Stills"
Lady of the Island,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Nash,Nash
Helplessly Hoping,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Stills,"Stills, Crosby & Nash"
Long Time Gone,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Crosby,"Crosby, Stills"
49 Bye-Byes,"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Stills,Stills
Do for the Others (demo),"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Stills,Stills and Nash
Song with No Words (Tree with No Leaves),"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Crosby,Crosby and Nash
Everybody's Talkin',"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Fred Neil,"Stills, Crosby and Nash"
Teach Your Children (demo),"Crosby, Stills & Nash",1969-29-05,February–March 1969,"Crosby, Stills & Nash",Nash,Nash and Crosby
Carry On,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stephen Stills,Stills
Teach Your Children,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Graham Nash,Nash
Almost Cut My Hair,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",David Crosby,Crosby
Helpless,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Neil Young,Young
Déjà Vu,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Crosby,Crosby
Our House,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Nash,Nash
4 + 20,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,Stills
"Country Girla. Whiskey Boot Hillb. Down, Down, Downc. Country Girl (I Think You’re Pretty)",Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Young,"Young, Crosby, Stills & Nash"
Everybody I Love You,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,"Stills, Crosby & Nash"
Song With No Words (Tree With No Leaves),Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young","Crosby, Nash",
Birds,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Young,
So Begins the Task / Hold On Tight,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Right Between the Eyes,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Nash,
How Have You Been,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",John Sebastian,
Triad,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Crosby,
Horses Through a Rainstorm,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Nash,
Know You Got to Run,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Question Why,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Nash,
Laughing,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Crosby,
She Can't Handle It,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Sleep Song,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Nash,
Everyday We Live,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
The Lee Shore,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Crosby,
I'll Be There,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Bluebird Revisted,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
30 Dollar Fine,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Ivory Tower,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Same Old Song,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Hold On Tight / Change Partners,Déjà Vu,1970-11-03,July 1969 – January 1970,"Crosby, Stills, Nash & Young",Stills,
Shadow Captain,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert","David Crosby, Craig Doerge","Crosby, Stills & Nash"
See the Changes,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",Stephen Stills,"Stills, Crosby & Nash"
Carried Away,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",Graham Nash,"Nash, Crosby"
Fair Game,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",Stephen Stills,"Stills, Crosby & Nash"
Anything at All,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",David Crosby,Crosby
Dark Star,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",Stephen Stills,Stills
Just a Song Before I Go,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",Graham Nash,Nash
Run from Tears,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",Stephen Stills,Stills
Cold Rain,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",Graham Nash,Nash
In My Dreams,CSN,1977-17-06,1976–1977,"David Crosby, Stephen Stills, Graham Nash, Ron Albert and Howard Albert",David Crosby,Crosby
Turn Your Back on Love,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Stephen Stills, Graham Nash, Michael Stergis",
Wasted on the Way,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash",Graham Nash,
Southern Cross,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Stephen Stills, Richard Curtis, Michael Curtis",
Into the Darkness,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash",Graham Nash,
Since I Met You,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Stephen Stills, Michael Stergis",
Too Much Love to Hide,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Stephen Stills, Gerry Tolman",
Song for Susan,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash",Graham Nash,
You Are Alive,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Stephen Stills, Michael Stergis",
Might As Well Have a Good Time,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Judy Henske, Craig Doerge",
Raise a Voice,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Graham Nash, Stephen Stills",
Feel Your Love,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash","Stephen Stills, Graham Nash",
Tomorrow Is Another Day,Daylight Again,1982-21-06,1980–1981,"David Crosby, Stephen Stills, Graham Nash",Stephen Stills,
American Dream,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young",Neil Young,
Got It Made,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","Stephen Stills, Young",
Name of Love,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young",Young,
Don't Say Goodbye,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","Graham Nash, Joe Vitale",
This Old House,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young",Young,
Nighttime for the Generals,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","David Crosby, Craig Doerge",
Shadowland,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","Nash, Rick Ryan, Vitale",
Drivin' Thunder,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","Stills, Young",
Clear Blue Skies,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young",Nash,
That Girl,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","Stills, Vitale, Bob Glaub",
Compass,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young",Crosby,
Soldiers of Peace,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","Nash, Doerge, Vitale",
Night Song,American Dream,1988-01-11,"April 24, 1987–September 16, 1988","Niko Bolas, David Crosby, Stephen Stills, Graham Nash, Neil Young","Stills, Young",
Live It Up,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,Joe Vitale,Nash
If Anybody Had a Heart,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,"John David Souther, Danny Kortchmar",Nash
Tomboy,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,Stephen Stills,Stills
Haven't We Lost Enough?,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,"Stills, Kevin Cronin","Stills, Crosby & Nash"
(Got to Keep) Open,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,"Stills, Nash",Stills
Straight Line,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,Tony Beard,Nash
House of Broken Dreams,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,Nash,Nash
Arrows,Live It Up,1990-26-06,"February 1, 1986 – February 5, 1990",Joe Vitale,"Michael Hedges, Crosby",Crosby
Only Waiting for You,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Stephen Stills,Stills
Find a Dream,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Graham Nash,Nash
Camera,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,"David Crosby, Stills",Crosby
Unequal Love,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Nash,Nash
Till It Shines,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Crosby,Crosby
It Won't Go Away,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Stills,"Stills, Crosby"
These Empty Days,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,"Nash, Crosby","Stills, Crosby & Nash"
In My Life,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,"John Lennon, Paul McCartney","Crosby, Stills & Nash"
Street to Lean On,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Crosby,Crosby
Bad Boyz,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Stills,Stills
After the Storm,After the Storm,1994-16-08,"January 27 – July 1, 1994",Glyn Johns,Nash,Nash
